ID,Temp,RPM,pH,Replicate,GrowthCurves,LipidPeaks,Rate,SacrificeOD,Experiment,GDGT.0,GDGT.1,GDGT.2,GDGT.3,GDGT.3.iso,GDGT.4,GDGT.4.iso,GDGT.5,GDGT.5.iso,GDGT.6,GDGT.7,GDGT.8,RI,Phase,GDGT.0.Normalized,GDGT.1.Normalized,GDGT.2.Normalized,GDGT.3.Normalized,GDGT.3.iso.Normalized,GDGT.4.Normalized,GDGT.4.iso.Normalized,GDGT.5.Normalized,GDGT.5.iso.Normalized,GDGT.6.Normalized,GDGT.7.Normalized,GDGT.8.Normalized
1,70,0.2,3,1,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.029, 0.033, 0.035, 0.047, 0.05, 0.05, 0.064, 0.072, 0.073, 0.079, 0.079, 0.083, 0.08, 0.081, 0.066, 0.076, 0.075, 0.078)",NA,0.008093177,,1,345799.9098,977693.8868,2882305.706,6320555.41,397115.407,10059480.61,646628.073,1893153.664,14681.96936,76650.78465,0,0,3.375904739,ES,0.014643811,0.041403031,0.122058852,0.267660621,0.016816901,0.425995288,0.027383174,0.080170595,0.000621747,0.00324598,0,0
1,70,0.2,3,2,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.026, 0.025, 0.031, 0.045, 0.047, 0.051, 0.065, 0.073, 0.075, 0.08, 0.08, 0.082, 0.083, 0.083, 0.077, 0.082, 0.084, 0.081)",NA,0.012736962,,1,451643.9072,1303495.58,3472035.771,6834195.511,1103482.235,13066531.54,389350.9152,1796766.935,12292.27726,55588.25771,0,0,3.344275063,ES,0.015855286,0.045760156,0.121888331,0.239919383,0.038738543,0.458710054,0.013668446,0.063076805,0.000431529,0.001951466,0,0
1,70,0.2,3,3,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.031, 0.023, 0.028, 0.041, 0.048, 0.048, 0.063, 0.073, 0.073, 0.077, 0.074, 0.08, 0.078, 0.078, 0.072, 0.073, 0.074, 0.073)",NA,0.013678078,,1,83211.54271,233652.4341,773365.3698,1720785.17,310559.3241,3608092.033,179624.322,595924.5299,5719.938602,22870.16688,0,0,3.473772683,ES,0.011045089,0.031013869,0.102652695,0.228408514,0.041222109,0.478920295,0.023842444,0.079100075,0.000759236,0.003035673,0,0
2,70,0.2,3,1,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.029, 0.033, 0.035, 0.047, 0.05, 0.05, 0.064, 0.072, 0.073, 0.079, 0.079, 0.083, 0.08, 0.081, 0.066, 0.076, 0.075, 0.078)",NA,0.008093177,,1,324018.5366,939488.5331,2785448.995,5491249.597,346823.7206,6642080.145,277067.2971,813590.5603,14046.1079,32929.97301,0,0,3.171889575,LL,0.018340592,0.053178365,0.157666239,0.310824098,0.019631446,0.375965166,0.015682986,0.046052096,0.000795059,0.001863953,0,0
2,70,0.2,3,2,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.026, 0.025, 0.031, 0.045, 0.047, 0.051, 0.065, 0.073, 0.075, 0.08, 0.08, 0.082, 0.083, 0.083, 0.077, 0.082, 0.084, 0.081)",NA,0.012736962,,1,302411.2185,862574.2194,2211656.912,3478728.063,334812.1267,4786215.573,166753.2715,501285.0934,7099.543975,18444.20705,0,0,3.093214963,LL,0.023868326,0.068080155,0.174558829,0.274564601,0.026425623,0.377760303,0.013161289,0.039564789,0.000560344,0.001455741,0,0
2,70,0.2,3,3,"list(1547676060.452, 1547722636.539, 1547743288.298, 1547803729.765, 1547829820.662, 1547912038.651, 1547927065.516, 1547987273.951, 1548006263.632, 1548064212.093, 1548069697.795, 1548150968.438, 1548177237.575, 1548238619.001, 1548257282.792, 1548274631.092, 1548322857.65, 1548349554.956) / list(0.031, 0.023, 0.028, 0.041, 0.048, 0.048, 0.063, 0.073, 0.073, 0.077, 0.074, 0.08, 0.078, 0.078, 0.072, 0.073, 0.074, 0.073)",NA,0.013678078,,1,157165.108,479887.2008,1477247.169,2669307.852,258211.6198,3471744.061,201339.6046,391455.8746,8623.741526,17312.04916,0,0,3.177026944,LL,0.017209816,0.052548372,0.161760793,0.292293237,0.028274562,0.380161212,0.02204699,0.042865009,0.000944313,0.001895695,0,0
3,70,0.22,3,1,"list(1571424053.722, 1571486188.105, 1571576954.362, 1571649365.07, 1571675596.794, 1571758611.788, 1571823104.635, 1571857916.087, 1571934430.197, 1571996975.666, 1572009216.88, 1571738100) / list(0.02, 0.016, 0.033, 0.035, 0.037, 0.047, 0.046, 0.057, 0.056, 0.056, 0.057, 0.049)",NA,0.010530852,0.049,1,252708.0575,682365.9353,1631518.582,2355742.723,3114627.719,325417.7801,386297.6759,1110873.638,16360.7014,63152.26501,0,0,2.939759556,ES,0.025425737,0.068654942,0.164152118,0.237018543,0.313372304,0.032741287,0.038866601,0.111768424,0.001646101,0.006353944,0,0
3,70,0.22,3,2,"list(1571424053.722, 1571486188.105, 1571576954.362, 1571649365.07, 1571675596.794, 1571758611.788, 1571823104.635, 1571857916.087, 1571934430.197, 1571996975.666, 1572009216.88, 1571738100) / list(0.018, 0.017, 0.033, 0.035, 0.037, 0.047, 0.045, 0.056, 0.056, 0.057, 0.058, 0.049)",NA,0.009838645,0.049,1,625140.577,1666077.39,3906163.939,5118185.976,4354527.194,915217.2502,789232.5927,1515588.649,25336.35088,71019.64302,0,0,2.783299505,ES,0.032925548,0.087750681,0.205733868,0.269569894,0.229348726,0.048203605,0.041568116,0.079824585,0.001334441,0.003740536,0,0
4,70,0.22,3,1,"list(1571424053.722, 1571486188.105, 1571576954.362, 1571649365.07, 1571675596.794, 1571758611.788, 1571823104.635, 1571857916.087, 1571934430.197, 1571996975.666, 1572009216.88, 1571738100) / list(0.02, 0.016, 0.033, 0.035, 0.037, 0.047, 0.046, 0.057, 0.056, 0.056, 0.057, 0.049)",NA,0.010530852,0.049,1,81480.27399,200047.6376,478179.9547,645605.0109,541255.4416,39810.08791,57921.79525,112186.9775,1795.941338,6495.043634,0,0,2.640825461,LL,0.037639087,0.092410225,0.220890973,0.298231487,0.250028132,0.018389916,0.026756458,0.051823775,0.000829619,0.003000328,0,0
4,70,0.22,3,2,"list(1571424053.722, 1571486188.105, 1571576954.362, 1571649365.07, 1571675596.794, 1571758611.788, 1571823104.635, 1571857916.087, 1571934430.197, 1571996975.666, 1572009216.88, 1571738100) / list(0.018, 0.017, 0.033, 0.035, 0.037, 0.047, 0.045, 0.056, 0.056, 0.057, 0.058, 0.049)",NA,0.009838645,0.049,1,111773.424,314776.6295,684983.3149,713270.4268,487375.1436,39206.80334,60406.41602,89727.99329,1309.723423,4655.804381,0,0,2.459936784,LL,0.044575897,0.125534767,0.273175365,0.284456431,0.194368067,0.015635903,0.024090433,0.03578405,0.000522325,0.001856762,0,0
5,70,0.5,3,1,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.017, 0.045, 0.055, 0.084, 0.09, 0.101, 0.095, 0.105, 0.107, 0.102)",NA,0.024932346,,1,483663.5348,1586790.786,3549851.701,2526601.463,155605.3286,1340053.357,145896.2832,134063.8724,3938.052183,6953.435998,0,0,2.36,ES,0.048690546,0.15974268,0.357364582,0.254353689,0.015664833,0.134903553,0.01468742,0.013496248,0.000396445,0.000700004,0,0
5,70,0.5,3,2,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.026, 0.045, 0.049, 0.076, 0.083, 0.095, 0.093, 0.1, 0.106, 0.104)",NA,0.02003999,,1,318203.0843,1167445.441,3061510.248,2582153.9,129801.907,1753600.056,134842.8393,152619.7432,3894.562742,6399.183858,0,0,2.56,ES,0.034176905,0.125390589,0.328824424,0.277338699,0.013941497,0.188347084,0.014482924,0.016392269,0.000418299,0.00068731,0,0
5,70,0.5,3,3,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.018, 0.041, 0.047, 0.092, 0.098, 0.11, 0.107, 0.115, 0.112, 0.106)",NA,0.027701193,,1,828750.1585,2820314.894,6614822.419,4841432.85,168164.3742,2668953.729,240684.1639,214124.281,6067.341766,10519.66993,0,0,2.38,ES,0.045006931,0.153162829,0.359231134,0.262923674,0.009132502,0.144942859,0.013070834,0.011628446,0.000329499,0.000571292,0,0
6,70,0.5,3,1,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.017, 0.045, 0.055, 0.084, 0.09, 0.101, 0.095, 0.105, 0.107, 0.102)",NA,0.024932346,,1,416520.8165,1224635.373,2880943.842,3297274.63,67131.15167,2285677.032,76060.58163,137005.6151,2443.863467,6923.441954,0,0,2.62,LL,0.040070822,0.117814389,0.277157304,0.317209844,0.006458262,0.219890466,0.007317305,0.01318044,0.000235109,0.00066606,0,0
6,70,0.5,3,2,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.026, 0.045, 0.049, 0.076, 0.083, 0.095, 0.093, 0.1, 0.106, 0.104)",NA,0.02003999,,1,228789.9992,773294.419,2026662.364,2278158.424,67655.76544,1802668.588,56444.00642,94590.10899,1591.06618,5071.141318,0,0,2.7,LL,0.031191862,0.105426344,0.276303046,0.310590517,0.009223783,0.245765072,0.007695239,0.012895851,0.000216916,0.000691369,0,0
6,70,0.5,3,3,"list(1550880351.671, 1550931495.893, 1550945420.247, 1551009233.086, 1551039481.379, 1551090576.187, 1551097748.007, 1551117488.506, 1551175634.33, 1551217334.423) / list(0.018, 0.041, 0.047, 0.092, 0.098, 0.11, 0.107, 0.115, 0.112, 0.106)",NA,0.027701193,,1,209082.6349,691163.0498,1525275.765,1448296.8,51544.95639,853217.4327,44721.84266,50247.32289,1826.03107,3000.033748,0,0,2.48,LL,0.042859066,0.141678925,0.312660567,0.296880937,0.010566008,0.174897846,0.009167363,0.010300011,0.000374311,0.000614966,0,0
7,70,1,3,1,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.046, 0.102, 0.151, 0.181, 0.197, 0.206, 0.202, 0.193)",NA,0.028102174,,1,512951.8305,1583386.224,3684109.07,3338133.086,157383.7979,1721407.113,316429.2429,334951.1563,10902.14052,18259.68893,0,0,2.52,ES,0.043924956,0.135588112,0.315476657,0.285850133,0.013477048,0.14740708,0.027096386,0.028682449,0.000933569,0.001563609,0,0
7,70,1,3,2,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.04, 0.13, 0.164, 0.205, 0.209, 0.194, 0.185, 0.181)",NA,0.028376984,,1,586396.7542,1749132.241,3746422.119,2630587.072,162049.0102,1270503.729,168205.1075,183879.6638,6541.511384,9338.051242,0,0,2.32,ES,0.055777958,0.166377157,0.356359025,0.250220988,0.015414074,0.120850095,0.015999641,0.017490602,0.000622227,0.000888234,0,0
7,70,1,3,3,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.057, 0.136, 0.18, 0.199, 0.189, 0.178, 0.172, 0.167)",NA,0.024344398,,1,566535.6309,1716721.506,3770686.746,2159077.284,190332.2278,884865.2575,185501.1719,123204.7176,5025.750267,6214.715141,0,0,2.21,ES,0.058963978,0.178673191,0.392446086,0.224712761,0.019809425,0.092095135,0.019306618,0.012822919,0.000523071,0.000646816,0,0
8,70,1,3,1,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.046, 0.102, 0.151, 0.181, 0.197, 0.206, 0.202, 0.193)",NA,0.028102174,,1,505917.9922,1458170.17,2771441.772,2174815.628,154382.9162,1020425.94,195749.5617,150770.0224,6015.459341,8231.332219,0,0,2.33,LL,0.059900869,0.172647862,0.328139683,0.257498937,0.018278992,0.120818791,0.023176817,0.017851224,0.000712233,0.000974593,0,0
8,70,1,3,2,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.04, 0.13, 0.164, 0.205, 0.209, 0.194, 0.185, 0.181)",NA,0.028376984,,1,566835.1906,1655219.847,3204760.637,2424043.289,122049.1219,1191659.982,183821.0651,145070.67,4840.537727,6901.445421,0,0,2.31,LL,0.059634209,0.174138318,0.337158612,0.255022812,0.012840245,0.125369246,0.019338997,0.01526224,0.000509251,0.00072607,0,0
8,70,1,3,3,"list(1552315754.201, 1552337847.55, 1552387030.904, 1552425868.686, 1552473141.303, 1552511476.633, 1552565849.421, 1552591474.94, 1552644599.747) / list(0.028, 0.057, 0.136, 0.18, 0.199, 0.189, 0.178, 0.172, 0.167)",NA,0.024344398,,1,514975.4973,1550725.111,3178867.9,2049507.431,142731.3224,817612.7726,155897.7534,108722.7898,3931.121008,5256.490297,0,0,2.22,LL,0.060384817,0.181834383,0.372746581,0.240320426,0.01673634,0.095871353,0.018280204,0.012748579,0.000460954,0.000616364,0,0
9,70,2,3,1,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.019, 0.016, 0.02, 0.074, 0.095, 0.115, 0.136, 0.147, 0.196, 0.288, 0.28, 0.306, 0.32, 0.317, 0.268, 0.267, 0.249, 0.24)",NA,0.072298389,,1,16146573.28,38859725.92,59938749.65,27666875.86,1607104.251,7174920.451,1098407.96,477105.8126,14325.422,20788.81957,0,0,1.844613887,ES,0.105530001,0.253977538,0.391744814,0.180823844,0.010503635,0.046893502,0.007178922,0.003118245,9.36274E-05,0.000135871,0,0
9,70,2,3,2,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.016, 0.012, 0.015, 0.069, 0.088, 0.113, 0.148, 0.167, 0.223, 0.29, 0.29, 0.301, 0.309, 0.316, 0.288, 0.287, 0.268, 0.253)",NA,0.082137002,,1,15837202.36,37621261.53,58010332.3,31178300.1,2349818.221,10201280.27,1848625.855,902152.4408,30930.77484,37415.03728,0,0,1.944823606,ES,0.100224472,0.238083153,0.367113761,0.197309386,0.014870637,0.064557989,0.011698881,0.0057092,0.000195743,0.000236778,0,0
9,70,2,3,3,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.021, 0.021, 0.021, 0.081, 0.103, 0.119, 0.157, 0.168, 0.21, 0.268, 0.271, 0.273, 0.288, 0.295, 0.247, 0.247, 0.225, 0.213)",NA,0.08416018,,1,10333012.69,28582119.36,48744729.26,24053417.63,1723642.83,8112961.288,1264131.785,669110.1904,21180.08963,26195.2238,0,0,1.979428187,ES,0.083647461,0.231377023,0.394596712,0.194716427,0.013953176,0.065675775,0.010233358,0.005416559,0.000171456,0.000212055,0,0
10,70,2,3,1,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.019, 0.016, 0.02, 0.074, 0.095, 0.115, 0.136, 0.147, 0.196, 0.288, 0.28, 0.306, 0.32, 0.317, 0.268, 0.267, 0.249, 0.24)",NA,0.072298389,,1,17158213.6,35010309.69,43352809.94,15093243,284017.1036,3885775.82,363699.6894,280077.6633,10036.55538,24921.19347,0,0,1.614764399,LL,0.148603432,0.303216425,0.375468945,0.130719186,0.002459808,0.033653831,0.003149921,0.00242569,8.69244E-05,0.000215837,0,0
10,70,2,3,2,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.016, 0.012, 0.015, 0.069, 0.088, 0.113, 0.148, 0.167, 0.223, 0.29, 0.29, 0.301, 0.309, 0.316, 0.288, 0.287, 0.268, 0.253)",NA,0.082137002,,1,21719886.03,38692760.63,42752482.9,14956267.17,388333.3832,3298958.652,295109.478,149763.7469,5516.729562,9880.890561,0,0,1.516684929,LL,0.177640229,0.316456121,0.349659333,0.122322683,0.003176059,0.026981162,0.002413609,0.001224871,4.51196E-05,8.08127E-05,0,0
10,70,2,3,3,"list(1545051595.525, 1545058861.48, 1545065373.023, 1545117050.404, 1545127528.656, 1545135948.462, 1545145851.333, 1545149149.121, 1545167158.633, 1545211873.992, 1545221126.993, 1545229243.031, 1545238902.523, 1545250853.887, 1545299083.652, 1545304869.702, 1545316882.417, 1545326404.332) / list(0.021, 0.021, 0.021, 0.081, 0.103, 0.119, 0.157, 0.168, 0.21, 0.268, 0.271, 0.273, 0.288, 0.295, 0.247, 0.247, 0.225, 0.213)",NA,0.08416018,,1,19047765.53,36264368.29,43715748.2,15374440.99,411956.7194,3059436.818,302682.5383,134750.0666,5146.931298,7853.11937,0,0,1.565615643,LL,0.160979527,0.306483237,0.369457533,0.129934938,0.003481595,0.025856402,0.002558079,0.001138821,4.34986E-05,6.63695E-05,0,0
11,70,20,3,1,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(-0.004, 0.005, 0.005, 0.003, 0.047, 0.069, 0.081, 0.111, 0.156, 0.262, 0.3, 0.306, 0.315, 0.308, 0.31, 0.306, 0.292, 0.27, 0.281)",NA,0.133406408,,1,7379581.658,28942125.24,62940115.51,39950762.56,948019.432,13155052.03,937588.0001,499843.2207,9246.493389,16449.83985,0,0,2.174286432,ES,0.047678251,0.186990261,0.406645626,0.258115237,0.006124996,0.084992605,0.0060576,0.003229404,5.97401E-05,0.00010628,0,0
11,70,20,3,2,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(0, 0.002, 0.012, 0.014, 0.054, 0.072, 0.092, 0.121, 0.192, 0.278, 0.337, 0.359, 0.379, 0.412, 0.37, 0.357, 0.366, 0.33, 0.309)",NA,0.103321295,,1,9285322.507,35595389.57,69973335.37,48525379.29,1375438.551,18208764.62,1377171.291,784456.6041,13242.78158,23267.16355,0,0,2.201946775,ES,0.050147083,0.192239413,0.377903799,0.262070188,0.007428308,0.098339764,0.007437665,0.004236601,7.15201E-05,0.000125659,0,0
11,70,20,3,3,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(0.002, 0.009, 0.012, 0.015, 0.058, 0.09, 0.101, 0.141, 0.231, 0.324, 0.388, 0.392, 0.399, 0.397, 0.385, 0.354, 0.344, 0.316, 0.356)",NA,0.103439153,,1,6472861.59,27520549.78,62169884.78,45851171.39,1487944.315,19621521.9,1741193.284,1276276.691,18477.10518,40093.49013,0,0,2.322761232,ES,0.038946225,0.165586968,0.374066753,0.275879534,0.008952735,0.118059717,0.010476496,0.007679163,0.000111174,0.000241236,0,0
12,70,20,3,1,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(-0.004, 0.005, 0.005, 0.003, 0.047, 0.069, 0.081, 0.111, 0.156, 0.262, 0.3, 0.306, 0.315, 0.308, 0.31, 0.306, 0.292, 0.27, 0.281)",NA,0.133406408,,1,15262155.6,42697139.43,68649350.74,35291116.94,581204.5051,8582429.511,515221.4422,262271.3848,5998.707704,12641.05287,0,0,1.893526691,LL,0.08880599,0.248442083,0.399450359,0.205348619,0.003381858,0.04993863,0.002997922,0.00152608,3.49047E-05,7.35546E-05,0,0
12,70,20,3,2,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(0, 0.002, 0.012, 0.014, 0.054, 0.072, 0.092, 0.121, 0.192, 0.278, 0.337, 0.359, 0.379, 0.412, 0.37, 0.357, 0.366, 0.33, 0.309)",NA,0.103321295,,1,23630214.32,54818763.11,82551807.29,47212983.56,854520.4415,11953031.18,713701.4112,318071.6247,6750.26634,12041.1713,0,0,1.875465585,LL,0.106407952,0.246851434,0.371734619,0.212602256,0.003847945,0.053825054,0.003213831,0.001432291,3.03968E-05,5.4222E-05,0,0
12,70,20,3,3,"list(1544448309.302, 1544449072.712, 1544462321.964, 1544466701.537, 1544520845.636, 1544532057.641, 1544545866.336, 1544546902.842, 1544570433.006, 1544602702.956, 1544616433.916, 1544626891.4, 1544631723.714, 1544656015.546, 1544678074.844, 1544687921.013, 1544699622.066, 1544706936.421, 1544715735.666) / list(0.002, 0.009, 0.012, 0.015, 0.058, 0.09, 0.101, 0.141, 0.231, 0.324, 0.388, 0.392, 0.399, 0.397, 0.385, 0.354, 0.344, 0.316, 0.356)",NA,0.103439153,,1,17242111.92,47564055.8,80344879,48504823.43,1023806.65,15049461.56,1128784.271,533746.2429,8966.914707,15994.00268,0,0,2.007231965,LL,0.081555136,0.224977836,0.380031027,0.229427664,0.004842602,0.071183906,0.005339146,0.002524618,4.24135E-05,7.56516E-05,0,0
